gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio
1110002E22Rik,-0.20793463007623358,-0.2612645288165725,-0.46919915889280617
3110006O06Rik,-0.7158582880817796,-0.0678598313996377,-0.7837181194814173
5830428M24Rik,-0.3445886688183108,-0.12255862456574249,-0.46714729338405325
6530402F18Rik,-0.3658876370255429,-0.045506393349478806,-0.4113940303750217
A830073O21Rik,-0.3732553933493368,-0.09967982773804154,-0.4729352210873783
A930004D18Rik,-0.9452743139723797,-0.06824874871992878,-1.0135230626923084
Acot7,-0.26500397773996637,-0.07334136299661459,-0.33834534073658096
Adgrl2,-0.28418281684793334,-0.07187843343371195,-0.3560612502816453
Anks1,-0.2573932745487102,-0.03797106947821183,-0.295364344026922
Auts2,-0.27768930942646064,-0.013791074816858151,-0.2914803842433188
Bcas3,-0.24758636725224759,-0.022014182317651232,-0.2696005495698988
Bcl11a,-0.35883754780811367,-0.009799087693076079,-0.36863663550118975
Bcor,-0.4177266730452942,-0.0419531163817316,-0.4596797894270258
Cacna2d2,-0.26709934800501045,-0.029810957563603857,-0.2969103055686143
Camk1g,-0.30240566960618126,-0.1797213117869488,-0.48212698139313004
Card19,-0.3847625064633787,-0.08649298205904768,-0.4712554885224264
Cdh22,-0.22019204227218586,-0.03571553998829994,-0.2559075822604858
Cdon,-0.2657874948625124,-0.132568690120555,-0.3983561849830674
Cemip2,-0.2380453880738702,-0.04185230907244519,-0.2798976971463154
Cfdp1,-0.29425780635027765,-0.04016896289020694,-0.3344267692404846
Churc1,-0.3216566911347617,-0.09019818512258915,-0.41185487625735084
Clic4,-0.28755409087076866,-0.16664215317848163,-0.4541962440492503
Col9a1,-0.5502936002693222,-0.04869891841729801,-0.5989925186866202
Colgalt2,-0.2648516375898858,-0.06266624145051441,-0.3275178790404002
Creb3l2,-0.42663984550470835,-0.013249223018023781,-0.43988906852273213
Csrp1,-0.36095240668478235,-0.020256282676798743,-0.3812086893615811
Dip2b,-0.29111284255519077,-0.050098392234718125,-0.3412112347899089
Dnaic1,-0.2950342233976425,-0.03507526659363132,-0.3301094899912738
Elmsan1,-0.3368751674532871,-0.02171098639060104,-0.35858615384388814
