gene_name,size.log2,rel_pos,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,distance.log2,count
0610005C13Rik,4.011183906530041,0.5029916753381893,0.16854894885676697,-0.1674174231085114,0.0011315257482555907,10.821113124854453,2
0610007P14Rik,7.0874628412514005,0.42054648145321327,-0.6780719049580635,0.15611920187500528,-0.5219527030830582,12.427836603458546,1
0610009E02Rik,5.6049859491876,0.8204476093591048,-0.39147940335490244,-0.2675433797206252,-0.6590227830755276,10.442876790157179,6
0610009L18Rik,4.247927513451178,0.64004914004914,0.8271634029347072,-0.3550949587493595,0.47206844418534777,11.194756854422309,1
0610010F05Rik,6.794415866351406,0.9820303255455571,-0.15754127695777898,-0.5711567010613686,-0.7286979780191476,10.350939181546542,1
0610010K14Rik,6.646484318205791,0.16681574239713778,-0.5477021808021657,-0.5517839426432314,-1.099486123445397,9.621739668424437,3
0610011F06Rik,9.312882955284582,0.9054527951591831,-0.2344652536051987,-0.4727529970528648,-0.7072182506580635,10.42521590329949,1
0610012D04Rik,3.3219280949017893,0.38277358187369437,-0.7914133779542989,-0.37851162308726494,-1.1699250010415638,11.217957697864174,1
0610030E20Rik,5.087462841254583,0.0577177116146733,-0.5250910446364054,-0.40335569411769967,-0.9284467387541051,9.149747119504935,1
0610031O16Rik,6.970707235472753,0.2721363056190448,0.23328389987012027,-0.7849278038786975,-0.5516439040085772,13.130004914222077,2
0610037L13Rik,7.912889336230561,0.5637756981799426,-0.3089502408476432,-0.2587342683578717,-0.5676845092055149,12.531381460516336,1
0610038B21Rik,2.584962500745201,0.35611510791366907,0.8845227823257427,-0.8300749983239173,0.05444778400182537,11.914758838941895,1
0610040B10Rik,3.8073549220679093,0.7399758616065442,-0.6780719049580635,0.5986374374782409,-0.07943446747982252,10.921097088106867,1
0610040F04Rik,5.758458794354016,0.4774990360973636,-0.1921003861052868,0.05209604072845991,-0.14000434537682685,13.46719596616444,9
0610040J01Rik,5.8519852487059305,0.4084202722541689,-0.383801235383775,-0.32162913649884667,-0.7054303718826217,13.383398970370735,9
0610043K17Rik,3.9063130554515535,0.23782339365966232,-1.1956200623598374,-0.3055981053941143,-1.5012181677539518,12.718331396708363,4
1010001N08Rik,4.9820241601791,0.18441176470588236,1.2373012040335645,0.3047623355432659,1.5420635395768305,9.630220544366566,5
