,preds,labels,genes
0,0,1,Dlgap2
1,0,0,Prkce
2,0,0,Enox1
3,0,0,Rbfox1
4,0,0,Kirrel3
5,0,1,Grin2b
6,0,0,Dscam
7,2,1,Nrg3
8,0,0,Glis3
9,0,0,Slc4a4
10,0,0,Sema5a
11,0,1,Kcnd2
12,0,0,Pdzd2
13,0,0,Shisa9
14,0,0,Tiam1
15,0,0,Pigk
16,0,1,Mmp16
17,0,0,Ccbe1
18,2,2,Unc5c
19,0,0,Chn1
20,0,0,Ptchd4
21,2,2,4930402H24Rik
22,0,0,Jph1
23,0,0,Kcnj3
24,0,2,Grin1
25,1,2,Snrnp70
26,2,2,Dmd
27,1,2,Rbm25
28,0,0,Rps14
29,0,0,Ubb
30,0,0,Rplp1
31,0,0,Rps2
32,0,1,Cadm2
33,0,1,Fam155a
34,2,1,Syne1
35,0,2,Celf4
36,0,0,Shisa6
37,0,1,Nrg2
38,0,0,Mcu
39,0,1,Adam22
40,0,1,Stxbp5
41,0,1,Ppm1e
42,0,0,Cnih3
43,0,0,Rras2
44,0,0,Grb14
45,0,1,Trank1
46,2,1,Zcchc7
47,0,0,Foxk1
48,0,1,Pacsin1
49,0,0,Klf13
50,1,0,Slc16a7
51,2,1,Pi4ka
52,2,1,Nipbl
53,0,1,Braf
54,0,1,Cpeb4
55,0,0,Klf9
56,0,0,Add2
57,0,0,Rpl13a
58,2,0,Kansl1l
59,0,1,Ttc14
60,1,0,Rpl11
61,0,0,Actb
62,2,0,Sh3kbp1
63,2,1,Arhgef9
64,0,1,Nfib
65,0,1,Agap1
66,2,1,Exoc4
67,0,0,Atp2b2
68,0,0,Myo5b
69,0,1,Cers6
70,2,1,Bcas3
71,0,0,Foxn3
72,2,0,Grip1
73,0,1,Akt3
74,0,1,Cacnb4
75,2,1,Dock3
76,0,1,Ank
77,0,1,Bsn
78,0,1,Stim2
79,0,2,Map7
80,0,0,Fam120a
81,0,0,Ptpra
82,0,0,Tbcel
83,0,0,Mkx
84,1,1,Spag9
85,0,1,Phf14
86,0,1,Olfm1
87,0,0,Ntf3
88,0,1,Kmt2e
89,2,1,Fut9
90,0,0,Tsga10
91,2,1,Herc1
92,2,1,Ccdc88a
93,0,0,Nptx1
94,1,1,Phf20l1
95,0,0,Rps27a
96,2,0,Fgfr2
97,0,1,Magi2
98,0,0,Slc39a11
99,2,1,Grm7
100,2,1,Cdkal1
101,0,1,Fbxl17
102,0,1,Dock9
103,0,0,Lrfn2
104,0,1,Slc44a1
105,2,1,Samd12
106,0,1,Camk2b
107,0,1,Atp2c1
108,0,0,Fbxw11
109,0,0,Clvs2
110,2,0,Trhde
111,0,0,Ski
112,0,0,Crtc1
113,0,0,Peli1
114,1,1,Ube3c
115,0,2,Cul9
116,2,1,Taok1
117,2,1,Trpm7
118,1,2,Ckap5
119,1,0,Ip6k2
120,1,1,Ppp3cb
121,0,0,Icam5
122,0,0,Brk1
123,0,0,Rpl5
124,0,0,Rps15
125,1,0,4921534H16Rik
126,0,0,Ywhah
127,0,0,Dcx
128,0,1,Setbp1
129,0,0,Dscaml1
130,0,1,Dip2c
131,0,0,Ctif
132,0,0,Chst11
133,0,1,Itsn1
134,0,1,Chl1
135,0,0,Trak1
136,0,1,Tbl1xr1
137,2,1,Dlg1
138,0,1,Wscd2
139,0,1,Gabrb2
140,0,0,Slc8a1
141,2,2,Kcnq5
142,0,1,Gabra4
143,0,0,Pkig
144,0,1,Mtmr12
145,2,2,Usp7
146,0,0,Anp32a
147,0,1,Smg7
148,1,0,8030462N17Rik
149,1,1,Picalm
150,0,0,Gm4258
151,0,0,Rpl3
152,1,0,Zc3h14
153,0,1,Cpsf6
154,2,2,Fcho2
155,2,1,Xrn1
156,0,0,Cplx2
157,0,0,Rpl7a
158,0,2,Pabpn1
159,2,1,Huwe1
160,0,1,Prkag2
161,0,1,Dym
162,0,1,Med27
163,0,1,St6galnac5
164,0,2,D630045J12Rik
165,0,1,Add3
166,0,1,Cyth1
167,2,2,Tox
168,2,1,Dock7
169,0,1,Znrf1
170,0,1,Epn2
171,0,1,Cdc40
172,0,1,Syt17
173,0,1,Usp15
174,1,1,Rsf1
175,0,1,Aplp2
176,0,0,Snph
177,2,1,Ncoa6
178,0,0,Lypd1
179,0,2,Celf5
180,0,1,Map3k2
181,0,1,Rufy3
182,0,0,Kcnip2
183,1,1,Mbtd1
184,0,1,Peg3
185,1,1,Mtdh
186,0,0,Rpl4
187,0,0,Zbtb18
188,1,0,Zfp871
189,0,0,Rps17
190,1,0,Chgb
191,0,0,Mt3
192,2,1,Tmem117
193,2,1,Sh3gl2
194,0,0,Phactr3
195,0,0,Mvb12b
196,0,1,Arhgef7
197,2,1,Vps13d
198,1,1,Ralgapa1
199,0,1,Megf9
200,2,0,Pip4k2a
201,0,1,Adarb1
202,0,0,Tgfa
203,0,1,Abl2
204,0,1,Epc2
205,0,2,Rgs17
206,0,1,Smap1
207,2,0,Kcnh5
208,0,0,Kcnc1
209,0,0,Nfyc
210,0,0,P2ry12
211,0,1,Rab28
212,0,0,Uchl3
213,0,2,Clk1
214,0,0,Arl6ip5
215,1,1,Ubap2l
216,1,1,Baz1b
217,0,0,Blcap
218,1,0,Manf
219,1,0,Rps15a
220,0,0,Pebp1
221,0,0,Dynll1
222,0,0,Rps25
223,2,0,Gm26917
224,0,1,Vwa8
225,2,1,Immp2l
226,2,1,Ntng1
227,0,0,Itpk1
228,2,2,Hs3st4
229,2,1,Acaca
230,0,1,Mboat2
231,2,1,Adam23
232,0,1,Epc1
233,0,1,Basp1
234,0,1,Cd47
235,0,1,Pkd1
236,0,0,Ramp1
237,1,0,Vcl
238,0,1,Sacm1l
239,2,1,Gbf1
240,0,1,Ppp2r2a
241,1,1,Agps
242,0,0,Lonrf2
243,1,0,Skil
244,1,1,Camkv
245,1,0,A330102I10Rik
246,0,0,Rabac1
247,0,0,Paqr9
248,0,0,Bsg
249,0,0,Crebzf
250,1,0,Emc2
251,0,0,Atp6ap1
252,2,1,Med14
253,2,0,Klhl15
254,2,1,Mtmr1
255,2,0,Gm28379
256,0,1,AU040320
257,0,1,Slc1a2
258,0,1,Nudcd3
259,0,1,Asph
260,0,1,Dcaf5
261,0,0,Itpkb
262,0,0,Mras
263,2,1,Fer
264,1,1,Cbl
265,0,1,1500004A13Rik
266,0,1,Glce
267,1,1,Tmem245
268,0,0,Fam168b
269,0,1,Rab40b
270,2,1,Phip
271,1,0,Zcchc17
272,0,0,Nrep
273,1,1,Zc3h13
274,1,1,Tbce
275,0,1,Slitrk5
276,1,1,Fbxl3
277,1,1,Csde1
278,1,2,Nemf
279,0,0,Sema3c
280,1,1,Ppig
281,1,0,Lamp1
282,1,0,Fbxo28
283,0,0,Gm15577
284,0,0,2300009A05Rik
285,0,0,Rnf146
286,2,0,Far1os
287,1,0,5730480H06Rik
288,1,1,Arhgap26
289,2,1,Khdrbs2
290,2,2,Ptprm
291,0,1,Pex5l
292,0,0,Prex2
293,2,1,Srgap2
294,2,2,Fryl
295,0,0,Ergic1
296,2,1,Tbcd
297,0,1,Galnt16
298,0,1,Tlk1
299,2,1,Mmd
300,0,1,Rap1a
301,0,1,Uhrf2
302,0,0,Adora1
303,0,0,Sugp2
304,0,0,Cds2
305,0,1,Slc38a9
306,0,1,Faim2
307,1,0,Rab7
308,2,1,Zyg11b
309,1,1,Pgm2l1
310,1,1,Ppil2
311,0,0,Smim13
312,1,1,Srrm1
313,1,0,Gm26749
314,2,0,Zfand6
315,0,0,Ube2j1
316,0,1,Ube2d3
317,0,0,Eef1b2
318,1,0,N4bp2
319,2,0,Morf4l2
320,0,0,Dpysl5
321,2,0,Nphp4
322,1,1,Rprd1b
323,0,0,Brd1
324,0,0,Syngap1
325,2,1,Smchd1
326,0,1,Kdm1a
327,0,1,Napb
328,1,1,Tsc1
329,0,0,Tctn1
330,0,1,Msl2
331,0,0,Stmn4
332,0,0,Vdac1
333,0,0,Syt10
334,1,1,Stx16
335,0,1,St8sia4
336,0,1,Hnrnpa2b1
337,1,1,Ube2q2
338,1,0,Mapk1ip1
339,1,0,Dcun1d2
340,1,1,Gm12940
341,0,0,Chtop
342,0,1,Impact
343,0,0,Rab18
344,1,1,Ctdspl2
345,0,0,Dsel
346,0,0,Eef1g
347,1,1,Senp2
348,0,0,Spcs1
349,2,0,Slc25a14
350,0,0,Pfn2
351,1,0,Sept1
352,2,1,Gmds
353,2,1,Scfd2
354,0,0,Osbpl3
355,0,1,Lmbrd1
356,0,1,Ntng2
357,0,1,Ap1g1
358,0,0,Dcun1d4
359,0,1,Ankrd13a
360,1,1,Foxj3
361,0,0,Trub1
362,0,1,Dstyk
363,0,1,Ttc8
364,0,0,Rpn2
365,0,1,Rheb
366,0,0,Hnrnpf
367,0,0,Gm1992
368,1,1,Khdrbs1
369,0,1,Zswim8
370,0,0,Foxg1
371,1,0,3110021N24Rik
372,1,1,Eif3a
373,1,0,Bri3bp
374,0,1,Atp5a1
375,1,0,Wtap
376,0,0,Dad1
377,1,0,Tmem33
378,0,0,Rpl37
379,1,1,Npat
380,1,1,Ddx50
381,0,0,Rplp2
382,2,1,Lrch2
383,2,0,Arxes1
384,2,1,Mapkap1
385,0,1,Jak1
386,0,0,Sntg2
387,0,0,Acot7
388,2,0,Myh9
389,0,1,Tmeff1
390,1,2,Pik3r1
391,0,1,Ell
392,0,1,Stam
393,0,0,Tunar
394,1,0,Kcnj4
395,0,0,Ssx2ip
396,0,0,Sec11a
397,1,1,Cramp1l
398,0,0,Tmem234
399,1,0,Dnajb14
400,1,0,Bphl
401,1,0,Rsf1os2
402,1,1,Vps45
403,1,1,Azin1
404,1,1,Ipo9
405,1,1,Crk
406,1,1,Tmem175
407,1,1,Tomm70a
408,1,1,Ogfrl1
409,1,1,Mtmr2
410,0,0,Srsf2
411,2,1,Slc16a2
412,0,0,Ssna1
413,0,0,0610012G03Rik
414,0,0,Rps26
415,2,0,Atp6ap2
416,0,1,Rap1gap2
417,2,1,Anks1
418,0,1,Kcnk10
419,0,1,Mxi1
420,0,0,Yaf2
421,0,1,Map3k7
422,0,1,Cap1
423,0,1,Kcnk9
424,1,0,Pter
425,0,1,Tab2
426,0,1,Rufy2
427,1,1,Slain2
428,0,1,Ube2n
429,2,1,Dph6
430,0,1,Ppm1k
431,2,1,Unc13b
432,1,1,Psmb2
433,0,0,Saraf
434,1,0,Serp2
435,1,1,Zc3h6
436,1,1,Dhdds
437,0,0,B3galnt1
438,0,0,Jund
439,0,0,Nsa2
440,1,0,Polr3h
441,1,1,Ndufs1
442,1,0,Crbn
443,0,0,Atp6v0e2
444,0,0,Prdx5
445,0,0,Sft2d3
446,0,0,BC031181
447,0,0,Slitrk4
448,2,1,6530403H02Rik
449,2,1,Kctd1
450,0,1,Lrp8
451,0,1,Irf2
452,0,1,Kdm4b
453,2,1,Taok3
454,0,1,Limk2
455,1,2,Pigu
456,0,2,Hdac7
457,0,1,Dcakd
458,0,1,Sirpa
459,1,1,Jak2
460,1,1,Ttc21b
461,1,0,Hmox2
462,1,1,Heatr5b
463,0,0,Celsr2
464,0,1,Txnl1
465,0,0,Ccdc39
466,0,0,Golph3
467,2,0,Ccdc73
468,0,0,Ccdc66
469,0,0,Rala
470,0,0,Dusp14
471,1,0,Mkrn1
472,1,0,Tsnax
473,1,1,Mtmr6
474,0,1,Eif5
475,1,1,Mblac2
476,1,0,2610020C07Rik
477,0,0,Chchd2
478,0,0,Rps21
479,0,0,Tm2d2
480,0,1,Cdk5rap2
481,1,1,Wdfy2
482,1,1,Hk1
483,0,1,Elovl6
484,2,1,Srbd1
485,2,2,Fbln2
486,0,1,Rnf182
487,0,0,Klhl5
488,0,0,Wnt7b
489,2,0,Slx4ip
490,0,2,Kif17
491,1,1,Slk
492,0,1,Hspa4
493,0,0,Med26
494,0,1,Gars
495,1,1,Nufip2
496,1,1,Snap23
497,1,1,Pcgf5
498,0,1,Pdcd10
499,1,0,Spcs2
500,0,0,Tubb2b
501,0,0,Fkbp3
502,1,0,Glo1
503,1,0,Mcm3ap
504,1,0,Pop5
505,1,1,Kat7
506,0,1,Wbp11
507,1,0,Sec22b
508,1,1,Lix1
509,1,2,Ilf2
510,0,0,Mt1
511,2,0,Uba1
512,0,1,Kcnq3
513,2,1,Kcnn2
514,2,2,Sel1l3
515,0,0,Gm5441
516,1,0,Cpped1
517,2,2,Ptpn5
518,0,1,Erp44
519,1,1,Ascc2
520,0,0,Zfp365
521,2,1,Vopp1
522,0,1,Ipo8
523,1,0,Cyp46a1
524,1,1,Chp1
525,0,1,Stx12
526,1,1,Immp1l
527,0,1,Akirin2
528,0,0,Mat2b
529,1,0,Gm26879
530,0,0,Syt4
531,0,0,Flrt3
532,0,1,Fam76b
533,0,0,Ly6e
534,0,0,Sf3b6
535,1,0,Emc3
536,0,0,Uqcrfs1
537,0,0,Ubqln2
538,0,0,Nnat
539,1,1,Mtpn
540,2,0,Aifm1
541,1,0,Zfp2
542,1,1,Zfp160
543,2,1,Tmem164
544,2,0,Astn2
545,2,1,Hdac4
546,0,0,Snx9
547,0,1,Ankfy1
548,2,1,St8sia1
549,0,0,Rab8b
550,0,0,Itga4
551,0,0,Gm13562
552,1,1,Pdcd6ip
553,0,0,Cct7
554,0,1,Sap130
555,1,1,Zfp326
556,0,0,Acad8
557,1,0,Trim11
558,1,1,Kif3b
559,1,2,Gcc2
560,0,0,Ndst1
561,0,0,Psmc2
562,0,1,Dnajb4
563,1,1,Tpm1
564,1,0,Nrip3
