gene_name,size.log2,rel_pos,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,distance.log2,count
0610009L18Rik,3.3219280949017893,0.04668304668304668,-2.4594316156863303,-28.575424762705637,-31.034856378391968,8.24792751344406,1
0610010F05Rik,4.087462841258826,0.6157846941302733,1.0356239093612505,-0.27008916329529886,0.7655347460659516,14.76921799612651,1
0610012D04Rik,4.247927513451178,0.10011248593925759,1.0703893275135492,-0.1069152038900889,0.9634741236234603,9.283088353024233,1
0610031O16Rik,4.087462841258826,0.9368636646976758,0.6706923746375735,-0.1356550993393308,0.5350372752982426,11.05460431796074,1
0610040F04Rik,3.8219280948981824,0.40131975652767504,1.165899169070638,-0.6087957173488849,0.557103451721753,15.054281015379669,2
0610040J01Rik,3.8774437511067807,0.5724342653966024,0.6687624747932377,-0.3596317961335755,0.30913067865966226,15.249287673538943,2
1110008L16Rik,5.906890595610923,0.6416348498090989,0.509013647405375,-0.18708555257350096,0.321928094831874,14.927500209145652,1
1110019D14Rik,5.392317422782195,0.4774409517831798,0.48542682707864193,-0.6553518284808795,-0.16992500140223754,16.365536441917634,1
1110028F11Rik,2.807354922078214,0.5408947700063012,1.3923174222205748,-1.2223924208784496,0.16992500134212518,11.830911279742821,1
1110034G24Rik,4.718355771077559,0.5243012741471434,0.6954427334796742,-0.6985803961910618,-0.003137662711387601,14.983831663066841,2
1110065P20Rik,7.357552004618963,0.9189012426422498,1.5025003397512597,-0.280107919101809,1.2223924206494508,8.954196310387166,1
1190005I06Rik,5.247927513447382,0.8673948408087381,0.42626475464443203,-0.051225323349109814,0.37503943129532225,12.478264031581745,1
1500009L16Rik,4.000000000009017,0.3984189903408055,0.4665677998464458,-0.18183832296031366,0.28472947688613215,14.094160179598852,1
1600029I14Rik,6.357552004619843,0.20147267565649396,0.5350372752982426,-0.3168571052900326,0.2181801700082101,12.14911199070692,1
1700001J03Rik,6.61470984411668,0.7686143086113945,0.7303929401124643,-0.21254463534873097,0.5178483047637332,10.632995197143048,1
1700006E09Rik,6.189824558881994,-0.0037546933667083854,0.8786937035655852,-0.2479275133961284,0.6307661901694568,5.491853096332881,1
1700007F19Rik,4.39231742278563,0.4649425287356322,0.3081222953182936,-0.6129768767928323,-0.3048545814745387,13.566886488038508,1
1700007G11Rik,2.584962500745201,0.6622936234146669,0.9368061733159352,-0.39366384841872315,0.543142324897212,17.296127555079316,1
1700007K13Rik,6.942514505340413,0.22398271516024487,0.5849625006209691,-0.3119440062663741,0.273018494354595,10.865733270851836,1
1700016D06Rik,6.3923174227804775,0.768224336344961,-0.7533600322492009,0.11864449646607711,-0.6347155357831238,13.504446599149594,1
1700016H13Rik,4.523561956063285,0.618244089883886,0.7279204543845635,0.15472259477095995,0.8826430491555235,12.157978449945464,1
1700020G17Rik,2.584962500745201,0.23980511361186566,0.5655971757606448,-0.5370280235695315,0.028569152191113223,14.763264246456998,1
1700021A07Rik,7.09803208296158,0.44525742839296867,0.6687940913873978,-0.39960745863497427,0.2691866327524235,12.284824100224652,1
1700021K19Rik,6.257110454680976,0.11811764314136823,1.1578659139739056,-0.29351692528436324,0.8643489886895425,12.695898331805886,2
1700024P16Rik,4.3219280948945755,0.8521232321915704,0.9385994551441942,-0.46466826692399144,0.47393118822020275,13.955195815729951,1
1700025M24Rik,4.807354922062757,0.26763580719204283,1.0911478877253642,-0.570315724614002,0.5208321631113622,12.357277074642836,1
1700025N21Rik,6.169925001444316,0.24680603948896632,0.6197279187589553,-0.070389327879948,0.5493385908790073,10.73131903102515,1
1700026D11Rik,4.584962500727167,0.8018330972931085,0.6918777044262843,-1.0703893275135492,-0.37851162308726494,12.85642552862555,1
1700028K03Rik,2.584962500745201,0.0291599613775346,0.40939093608200944,-0.16146342267401675,0.24792751340799268,10.408329740767497,1
1700028N14Rik,5.000000000004508,0.28366013071895424,0.41503749922419614,-0.23061292811299966,0.18442457111119648,10.931476233886865,1
1700029J03Rik,2.321928094916216,0.4574478544841632,1.027480736139431,-0.7737241439831452,0.2537565921562859,14.991167506140014,1
1700030C12Rik,3.70043971815219,0.7742044685172648,2.643856186745065,-1.058893688428401,1.5849624983166644,10.381542951184693,1
1700030F04Rik,6.754887502164804,0.2999468260662291,0.7813597133361256,-0.3550949587493595,0.42626475458676616,14.997752845324548,1
1700037F24Rik,2.321928094916216,0.28556578556578555,0.8382489298107321,-0.7127180477633048,0.12553088204742724,10.909143047339972,1
1700040L02Rik,7.213328938737638,0.590897227321368,0.7774838799905178,0.002689089862118077,0.7801729698526358,15.509708683691628,2
1700045H11Rik,3.8073549220679093,0.7363950006509569,0.8382489298107321,-0.15472259477095995,0.6835263350397721,12.983528071165113,1
1700047F07Rik,4.3219280948945755,0.7257791605261722,0.637429920500792,-0.020758560163810502,0.6166713603369814,14.294620748891633,1
1700049E22Rik,5.781359713527283,0.07540394973070018,1.1043366594288986,-0.42626475458676616,0.6780719048421324,9.562242424221264,1
1700057H15Rik,3.70043971815219,0.27532663516143124,0.7299108364925402,-0.1805722456135329,0.5493385908790073,14.344226545909951,1
1700067K01Rik,4.087462841258826,0.26609796367638966,1.1219905239198837,-0.4545658633210672,0.6674246605988166,10.917372079476916,1
1700072B07Rik,4.906890595613327,0.9324130746190911,0.6214883766167975,-0.5493385908790073,0.07214978573779018,9.019590728358159,1
1700084C06Rik,4.745926548170248,0.6227914759584625,0.6411411450993829,-0.2710747085514487,0.3700664365479342,13.021422127528863,2
1700086L19Rik,5.882435795370678,0.6856805413687436,0.7928236890267346,-0.8318820339435904,-0.03905834491685578,11.68106140847576,2
1700086O06Rik,4.523561956063285,0.68125,0.45066140894505435,-0.33518419154361445,0.1154772174014399,12.33063682472332,1
1700101E01Rik,4.179719603713472,0.37738267343844223,0.5524407523378042,-0.2852469030634653,0.26719384927433887,15.18981447972556,3
1700109G14Rik,7.076815597051899,0.8374819995885621,0.42742122367089674,-0.24100809947016555,0.1864131242007312,12.210671343785652,1
1700111E14Rik,4.247927513451178,0.5872459041262136,1.637429919527546,0.23703919722278122,1.8744691167503271,14.409854963769904,1
1700112E06Rik,5.232103004910521,0.6344524191483888,0.6036042069357298,-0.3028850806708943,0.30071912626483555,18.25503104482488,6
1700128F08Rik,3.0000000000180336,0.1322931363598639,0.9786263489984386,-0.4222330006098364,0.5563933483886022,11.638435913990516,1
1810021B22Rik,2.4534452978355175,0.33393022181146026,0.6637438099791244,-0.47313241688177526,0.1906113930973491,11.373626098128778,2
1810041L15Rik,5.601061911918292,0.22396166578574012,-0.4288406984016513,-0.15333066908067583,-0.5821713674823271,13.912749916684323,2
1810053B23Rik,6.6220332320989925,0.8729148159115586,1.0573212825785698,-0.24390411819040775,0.813417164388162,11.32996496560879,2
2010001A14Rik,5.247927513447382,0.44928412986489213,1.350497246645667,-0.18057224560410323,1.1699250010415638,12.121533517340064,1
2010012O05Rik,5.700439718143866,0.2841039139391165,0.6698513981858832,-0.22239242130209802,0.4474589768837852,12.277578002415765,1
2010106C02Rik,5.209453365632849,0.9953441968739608,0.7085371857031397,-0.33816873583769425,0.3703684498654455,4.807354922062757,1
2010107E04Rik,4.169925001450327,0.5050515571294657,1.5849625001200331,-0.5405683812260837,1.0443941188939494,12.214319120800797,1
2010107G23Rik,4.39231742278563,0.8168136098348442,0.8990710909683878,-0.6822597019496467,0.21681138901874109,12.848622940429358,1
2010111I01Rik,4.7548875021688115,0.7737544500923335,0.6918777044967455,-0.2768402053103821,0.41503749918636335,16.12169539055657,1
2010204K13Rik,5.087462841254583,0.35259604565182445,0.9027027983533369,-1.3388019129386248,-0.43609911458528794,13.683981491740397,1
2010300C02Rik,4.713132377360905,0.49169098284819585,1.0994520338863056,-0.8684827968362784,0.23096923705002714,15.363335837360346,2
2010300F17Rik,4.39231742278563,0.10831122900088418,0.5246619903761761,-0.10962449116060824,0.4150374992155679,12.024100780252944,1
2210013O21Rik,5.672425341974325,0.0748768472906404,1.0874628407729772,-1.7655347453446042,-0.678071904571627,10.707359132080969,1
2210016L21Rik,4.247927513451178,0.9316129032258065,0.999999999656501,-0.7484612327704563,0.2515387668860447,9.6348110501719,1
2210408F21Rik,4.39231742278563,0.9511949311458617,0.7509724520172948,-0.4360991147328782,0.3148733372844166,12.528454110764814,1
2310002F09Rik,5.540408763807328,0.9090794108829261,0.8818639946162576,-0.32012246804772715,0.5617415265685304,11.96999133456277,2
2310015B20Rik,2.807354922078214,0.17630072977371763,0.3810901672776199,0.1926450779101927,0.5737352451878126,11.713386514937072,1
2310022A10Rik,5.5276412177556455,0.46809773017708267,1.098198606039677,-0.30264124247256385,0.795557363567113,13.852567269801817,2
2310033P09Rik,5.4289904975689165,0.8306062022752065,1.1253183999173442,-0.38629475182384065,0.7390236480935034,10.075255444228016,2
2310047D07Rik,4.247927513451178,0.25910627112279383,0.47130571883421113,-0.6453351185672234,-0.17402939973301224,11.430452551665583,1
2410004P03Rik,5.357552004621603,0.32559638942617664,0.47643804385477884,-0.6424479952554607,-0.16600995140068187,11.980139577639193,1
2410131K14Rik,5.4594316186405765,0.30137537199388725,1.784271307806954,-0.9541963099505764,0.8300749978563777,12.871520262329133,1
2410152P15Rik,5.491853096332881,0.23595118024869818,0.893084795845681,-0.37851162317049736,0.5145731726751837,13.810169937664668,1
2510009E07Rik,5.306543837902907,0.5455730216310627,1.1211349098798042,-0.7239415111624155,0.3971933987173888,11.869408252988435,3
2510016G02Rik,4.000000000009017,0.18426099463888768,0.5279315555819595,-0.5618788874973089,-0.03394733191534938,13.045589039297363,1
2610002M06Rik,7.2094533656299244,0.14487933374131923,0.44898483114093746,-0.17833724123643938,0.2706475899044981,12.410716333604295,1
2610015P09Rik,5.6292830169485875,0.9241791272894007,0.7156696556664323,-0.38387345182332977,0.3317962038431025,12.53938945440773,2
2610028E06Rik,7.285402218863173,0.9424363428927034,0.7004397179676912,0.08091999536843442,0.7813597133361256,11.116343961237533,1
2610034M16Rik,5.4594316186405765,0.7970523389981727,0.55254102292677,-0.5208321632064015,0.03170885972036852,14.529979513263573,1
2610035D17Rik,5.838971912481594,0.361236155108073,0.9240714396135402,-0.46498841393522783,0.45908302567831233,15.777789621278666,3
2610035F20Rik,3.5849625007331785,0.6078519349411104,1.4694852825922033,-0.6463630451587894,0.823122237433414,11.77148946950064,1
2610037D02Rik,6.523561956058581,0.3450961763710664,1.8845227817708599,-0.777607578448865,1.106915203321995,15.694602741505456,1
2610307P16Rik,7.037070731377366,0.5392203190979221,0.8481618046011234,-0.2904231960592351,0.5577386085418883,16.262184985077017,2
2610507B11Rik,6.044394119360639,0.5341182197073409,-0.5849625005875734,-0.16992500139221867,-0.754887501979792,13.902563541971562,1
2610524H06Rik,5.700439718143866,0.8601120549430689,0.4708907339418767,-0.19525629137246742,0.2756344425694093,9.596189756144597,1
2810029C07Rik,3.5849625007331785,0.4739352080249959,0.703606997060681,-0.16046467216346894,0.543142324897212,11.492854620174798,1
2810425M01Rik,4.000000000009017,0.5791624711248001,0.7574296965856193,-0.24285652385891082,0.5145731727267085,13.794618934130153,1
2900026A02Rik,3.5849625007331785,0.1655970775534383,-0.387023123043967,-0.14585086643393985,-0.5328739894779069,13.711882028352099,1
2900079G21Rik,7.643856189775446,0.4176724428561796,0.6938968721123064,-0.49595749455479776,0.19793937755750868,15.596772122051037,1
