,preds,labels,genes
0,2,2,Nrxn3
1,2,2,Tmem132d
2,2,0,Rgs6
3,2,0,Plxna4
4,2,1,Celf2
5,2,0,Zbtb16
6,2,2,Pcdh7
7,2,1,Trpm3
8,2,0,Tnr
9,1,2,Zfp804b
10,2,0,Egfem1
11,1,0,Fgf14
12,0,0,Cacna1e
13,1,0,Nell2
14,2,1,Nlgn1
15,1,0,Cyp7b1
16,1,0,Gm28376
17,1,0,Ntrk3
18,1,0,AY036118
19,1,2,Mapt
20,0,0,Plcl1
21,1,0,Hsp90ab1
22,1,0,Eef1a1
23,1,0,Pard3
24,2,0,Grid1
25,2,1,Nrxn1
26,1,0,Pcsk1n
27,1,0,Atp1a1
28,1,0,C1qtnf4
29,1,0,Rpl17
30,1,2,Cobl
31,1,0,Hectd2
32,2,1,Cacna1d
33,2,1,Grm1
34,2,0,Ppm1h
35,2,0,Adcy1
36,2,0,Sorbs2os
37,2,1,Zfpm2
38,1,0,Npnt
39,1,0,Rpl9
40,1,0,Dpf3
41,1,0,Aagab
42,1,0,Spon1
43,1,0,Snca
44,1,0,Galnt11
45,1,0,Rpsa
46,1,0,Sorl1
47,1,0,Serinc1
48,1,0,Kcng2
49,1,2,Fus
50,1,1,Tia1
51,1,1,Pafah1b1
52,1,0,Ppp1r13b
53,1,0,AI593442
54,2,0,Nfix
55,1,1,Sfpq
56,2,1,Wdfy3
57,1,1,Ubn2
58,1,1,Hivep2
59,2,1,Stxbp5l
60,1,0,Arhgap20
61,1,0,Slc4a7
62,1,1,Gls
63,1,0,Bcl11b
64,2,1,Nav2
65,2,2,Ablim2
66,2,1,Galnt13
67,2,0,Slc35f3
68,2,1,Zfand3
69,2,0,Ust
70,2,1,Kalrn
71,2,0,Herc3
72,2,0,Fbn2
73,1,1,Ftx
74,1,1,Tmcc1
75,1,1,Zmym4
76,1,1,Bptf
77,1,1,Arhgap39
78,1,0,Asxl3
79,1,1,Ndrg4
80,1,2,Pde4b
81,1,1,Zfp536
82,1,2,Cpeb1
83,1,0,Rnasek
84,1,0,1810013L24Rik
85,1,0,Psap
86,1,1,Sltm
87,1,0,Kcnn3
88,1,1,Zfp148
89,1,1,Dnm1l
90,1,0,Gm28750
91,1,0,Prox1os
92,1,0,Rpl6
93,1,1,Rfx7
94,1,1,Rc3h2
95,1,1,Kmt2c
96,2,0,Pitpnm2
97,2,0,Htr4
98,2,1,Rgl1
99,2,1,Acap2
100,2,1,Ttc7b
