,preds,labels,genes
0,2,1,Dlgap2
1,2,0,Rbfox1
2,2,1,Grin2b
3,2,0,Tiam1
4,2,0,Pigk
5,2,0,Prkce
6,2,0,Sema5a
7,2,0,Glis3
8,2,0,Enox1
9,0,2,Grin1
10,0,0,Slc4a4
11,2,1,Nrg3
12,0,0,Dscam
13,0,1,Kcnd2
14,2,2,Dmd
15,1,0,Ptchd4
16,0,0,Kcnj3
17,0,0,Rplp1
18,0,2,Snrnp70
19,0,0,Kirrel3
20,0,2,Rbm25
21,0,0,Ubb
22,0,0,Jph1
23,0,0,Pdzd2
24,0,0,Rps2
25,0,0,Chn1
26,1,2,4930402H24Rik
27,0,0,Rps14
28,0,1,Mmp16
29,0,2,Unc5c
30,2,0,Ccbe1
31,2,0,Shisa9
32,2,1,Syne1
33,2,1,Fam155a
34,2,1,Pi4ka
35,2,2,Celf4
36,2,0,Shisa6
37,2,1,Cadm2
38,0,1,Trank1
39,2,1,Nrg2
40,0,0,Rras2
41,0,1,Ppm1e
42,2,0,Cnih3
43,0,0,Add2
44,0,0,Grb14
45,0,1,Nipbl
46,0,0,Actb
47,0,0,Sh3kbp1
48,2,1,Adam22
49,0,0,Klf9
50,1,1,Braf
51,0,0,Klf13
52,0,1,Zcchc7
53,0,0,Kansl1l
54,0,1,Ttc14
55,1,1,Pacsin1
56,0,0,Slc16a7
57,1,1,Stxbp5
58,0,1,Arhgef9
59,0,0,Mcu
60,0,0,Rpl13a
61,0,0,Rpl11
62,1,0,Foxk1
63,0,1,Cpeb4
64,2,0,Atp2b2
65,2,1,Spag9
66,2,1,Bcas3
67,2,1,Dock3
68,2,1,Agap1
69,2,1,Ank
70,2,1,Exoc4
71,2,0,Grip1
72,1,2,Map7
73,2,1,Cers6
74,2,0,Myo5b
75,0,1,Olfm1
76,1,1,Bsn
77,0,0,Ptpra
78,0,1,Kmt2e
79,0,0,Mkx
80,0,1,Cacnb4
81,0,0,Foxn3
82,0,1,Herc1
83,0,1,Akt3
84,2,1,Nfib
85,0,1,Phf14
86,0,0,Ntf3
87,0,0,Fam120a
88,0,0,Tbcel
89,0,1,Fut9
90,0,0,Tsga10
91,0,1,Phf20l1
92,0,0,Rps27a
93,0,1,Stim2
94,2,1,Ccdc88a
95,0,0,Nptx1
96,2,0,Fgfr2
97,2,1,Camk2b
98,2,1,Dock9
99,2,1,Fbxl17
100,2,0,Slc39a11
101,1,0,Lrfn2
102,2,1,Grm7
103,2,1,Magi2
104,2,1,Cdkal1
105,0,0,Rps15
106,0,1,Samd12
107,0,1,Atp2c1
108,0,1,Ppp3cb
109,0,0,4921534H16Rik
110,0,0,Clvs2
111,0,0,Ip6k2
112,0,0,Ski
113,0,1,Slc44a1
114,2,0,Trhde
115,0,0,Peli1
116,0,1,Ube3c
117,0,1,Taok1
118,1,2,Cul9
119,1,0,Fbxw11
120,0,2,Ckap5
121,0,1,Trpm7
122,0,0,Icam5
123,0,0,Ywhah
124,0,0,Dcx
125,1,0,Crtc1
126,0,0,Brk1
127,0,0,Rpl5
128,2,1,Setbp1
129,2,1,Dlg1
130,2,0,Chst11
131,2,1,Dip2c
132,2,0,Ctif
133,2,2,Kcnq5
134,0,1,Cpsf6
135,0,1,Huwe1
136,0,1,Gabrb2
137,0,1,Mtmr12
138,0,0,8030462N17Rik
139,0,1,Itsn1
140,0,1,Smg7
141,0,2,Fcho2
142,0,0,Slc8a1
143,2,0,Dscaml1
144,2,2,Usp7
145,0,0,Anp32a
146,1,0,Trak1
147,0,0,Pkig
148,0,1,Picalm
149,0,1,Xrn1
150,0,2,Pabpn1
151,0,0,Rpl7a
152,0,0,Rpl3
153,0,0,Cplx2
154,0,1,Tbl1xr1
155,0,1,Chl1
156,0,1,Wscd2
157,0,0,Zc3h14
158,0,0,Gm4258
159,0,1,Gabra4
160,2,1,Add3
161,1,1,Dock7
162,0,1,Peg3
163,0,1,Prkag2
164,0,1,Cyth1
165,0,1,Syt17
166,0,0,Snph
167,0,1,Epn2
168,0,2,D630045J12Rik
169,0,1,Usp15
170,0,1,Znrf1
171,2,1,Dym
172,0,1,Ncoa6
173,0,0,Chgb
174,0,1,Mtdh
175,0,1,Med27
176,1,1,Map3k2
177,1,1,St6galnac5
178,0,0,Kcnip2
179,0,0,Zfp871
180,0,1,Mbtd1
181,0,0,Rpl4
182,0,0,Zbtb18
183,1,1,Cdc40
184,0,0,Lypd1
185,0,0,Mt3
186,0,0,Rps17
187,0,2,Celf5
188,0,1,Rufy3
189,0,2,Tox
190,0,1,Rsf1
191,0,1,Aplp2
192,2,1,Tmem117
193,2,1,Vps13d
194,2,0,Phactr3
195,0,1,Megf9
196,1,2,Rgs17
197,0,0,Kcnh5
198,0,2,Clk1
199,0,0,Arl6ip5
200,0,0,Dynll1
201,1,0,Pebp1
202,1,1,Ralgapa1
203,0,0,Tgfa
204,0,1,Abl2
205,0,1,Smap1
206,0,1,Ubap2l
207,2,1,Sh3gl2
208,0,1,Rab28
209,1,0,Pip4k2a
210,0,0,Manf
211,0,0,Mvb12b
212,0,0,P2ry12
213,1,0,Kcnc1
214,0,0,Rps15a
215,0,0,Gm26917
216,0,0,Nfyc
217,0,0,Rps25
218,0,1,Baz1b
219,0,1,Arhgef7
220,0,0,Blcap
221,0,1,Adarb1
222,0,1,Epc2
223,0,0,Uchl3
224,2,1,Ntng1
225,2,2,Hs3st4
226,2,1,Vwa8
227,1,0,Itpk1
228,0,1,Epc1
229,0,1,Ppp2r2a
230,0,0,A330102I10Rik
231,0,1,Agps
232,0,0,Bsg
233,0,0,Emc2
234,0,0,Rabac1
235,0,0,Crebzf
236,0,1,Cd47
237,0,1,Pkd1
238,0,0,Atp6ap1
239,0,0,Skil
240,0,1,Adam23
241,0,0,Paqr9
242,2,1,Immp2l
243,2,1,Acaca
244,0,1,Med14
245,0,0,Ramp1
246,0,0,Klhl15
247,0,1,Camkv
248,0,0,Lonrf2
249,0,1,Gbf1
250,0,0,Vcl
251,0,1,Basp1
252,0,1,Mtmr1
253,0,1,Mboat2
254,0,0,Gm28379
255,0,1,Sacm1l
256,0,0,Mras
257,0,1,AU040320
258,2,1,Fer
259,1,0,Itpkb
260,0,0,Far1os
261,0,0,5730480H06Rik
262,0,0,Fbxo28
263,0,0,Sema3c
264,0,1,Tmem245
265,0,0,2300009A05Rik
266,0,1,Slitrk5
267,1,1,Cbl
268,0,1,Nudcd3
269,0,0,Zcchc17
270,0,1,Ppig
271,0,1,Dcaf5
272,0,1,Csde1
273,0,0,Rnf146
274,2,1,Asph
275,0,2,Nemf
276,0,0,Gm15577
277,0,1,Fbxl3
278,0,1,Slc1a2
279,0,1,Phip
280,0,1,Tbce
281,0,1,Rab40b
282,0,0,Nrep
283,0,0,Fam168b
284,0,0,Lamp1
285,1,1,Zc3h13
286,0,1,1500004A13Rik
287,0,1,Glce
288,2,2,Fryl
289,2,0,Ergic1
290,2,1,Arhgap26
291,0,1,Mmd
292,1,0,Rab7
293,1,1,Faim2
294,2,1,Khdrbs2
295,0,1,Ube2d3
296,0,0,Zfand6
297,0,0,Sugp2
298,2,2,Ptprm
299,0,1,Uhrf2
300,0,1,Tlk1
301,0,0,Prex2
302,0,0,Cds2
303,1,1,Srrm1
