index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
9mo.2mo.Q.std.loops,1,0.18312306304681136,25,0.004900416682340832,89,0.0
9mo.2mo.log_ratio.mean.atac,2,0.1011267246730881,124,0.0,4,0.06423785195710253
9mo.2mo.log_ratio.mch_genebody,3,0.07243859143861855,2,0.1569549474915471,27,0.009645576701161443
18mo.2mo.log_ratio.mch_genebody,4,0.06695787067748131,12,0.012314122854524294,87,0.0
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,5,0.06043992775701475,180,0.0,6,0.06197151265362171
18mo.2mo.log_ratio.mean.atac,6,0.05428279876927285,129,0.0,46,0.002338662415434424
9mo.2mo.Q.max.loops,7,0.03967378856000848,4,0.049492343445682395,91,0.0
18mo.2mo.activity.log_ratio.max.0-10kb.enhancer_peak,8,0.03878910861201134,113,0.0,120,0.0
a_length.log.min.loops,9,0.03594584347910071,79,0.0,88,0.0
9mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,10,0.03479699912229502,185,0.0,12,0.04387751222538303
18mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,11,0.031752462683589416,188,0.0,9,0.04923228599662145
9mo.2mo.activity.log_ratio.min.0-10kb.enhancer_peak,12,0.02949772371666862,24,0.005681000907890569,128,0.0
18mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,13,0.017858666680968104,146,0.0,3,0.06728395964957812
a_length.log.max.loops,14,0.015769800034369435,67,0.0,35,0.006068888563170422
a_length.log.median.loops,15,0.015565614398551147,65,0.0,77,0.0
18mo.2mo.activity.log_ratio.min.0-10kb.enhancer_peak,16,0.013358571315713604,114,0.0,121,0.0
Tanova.median.loops,17,0.012524760274394475,29,0.0,68,0.0
18mo.2mo.Q.min.loops,18,0.012148685672907689,100,0.0,43,0.003345019390094714
9mo.2mo.log_ratio.DMR,19,0.011884782868805207,10,0.013485762259046529,33,0.0065661149417780154
18mo.2mo.T.median.loops,20,0.01118688174305119,60,0.0,72,0.0
18mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_DMR,21,0.01118621514338385,143,0.0,146,0.0
18mo.9mo.T.min.loops,22,0.01103513691516204,89,0.0,97,0.0
18mo.2mo.activity.log_ratio.count.0-10kb.enhancer_DMR,23,0.010599241278543586,128,0.0,133,0.0
18mo.2mo.log_ratio.DAR,24,0.01047655748154757,8,0.016473100033201633,32,0.007278229169452531
