index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
gene_length.meta,1,0.4756389624429518,1,0.19028070908502034,1,0.30406466525947295
18mo.9mo.log_ratio.std.atac,2,0.31418689850411163,33,0.0,3,0.14453162499336364
9mo.2mo.activity.log_ratio.count.0-10kb.enhancer_peak,3,0.04648189416944914,72,0.0,72,0.0
log2_distance.std.atac,4,0.04564981148220762,79,0.0,6,0.08392330410344209
9mo.2mo.log_ratio.mean.atac,5,0.04092766182807381,32,0.0,15,0.01965071394830213
18mo.2mo.log_ratio.mcg_genebody,6,0.038823923526199094,18,0.008406286590528817,34,0.0
18mo.9mo.log_ratio.mcg_genebody,7,0.032988459089512354,74,0.0,35,0.0
18mo.2mo.log_ratio.mean.atac,8,0.02617827435169618,44,0.0,12,0.028388492125911973
18mo.2mo.T.median.loops,9,0.0239609021910128,19,0.00824530868605406,45,0.0
count.atac,10,0.023662940060195387,2,0.14872037463952403,8,0.08140675883416446
18mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,11,0.018322031652134946,25,0.0055481021156120105,24,0.002654073989413559
9mo.2mo.T.skew.loops,12,0.014576521272267157,6,0.041801136951014166,25,0.0017429629040971617
18mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_DMR,13,0.01377819547510544,78,0.0,17,0.007283267163774387
18mo.9mo.log_ratio.mean.atac,14,0.013033625249287707,8,0.03188842924237314,76,0.0
a_length.log.max.loops,15,0.011079425781916057,21,0.007145074686384035,62,0.0
18mo.2mo.Q.min.loops,16,0.010707260605577454,24,0.005714449949254744,42,0.0
18mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,17,0.009403842991463426,7,0.040960466340142866,38,0.0
log2_distance.mean.atac,18,0.006421139013438818,4,0.08913705546498468,2,0.22229713246526198
18mo.2mo.log_ratio.DAR,19,0.004326968648419622,35,0.0,48,0.0
18mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_DMR,20,0.0028523297283523964,22,0.006698904994106324,77,0.0
a_length.log.min.loops,21,0.0,73,0.0,74,0.0
a_length.log.mean.loops,22,0.0,14,0.020612337690238236,30,0.001332744707849445
18mo.2mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,23,0.0,23,0.0060519211475392205,10,0.03931163135030582
Tanova.min.loops,24,0.0,13,0.021444232051297894,4,0.1369221558201491
Tanova.median.loops,25,0.0,64,0.0,61,0.0
Qanova.median.loops,26,0.0,65,0.0,60,0.0
18mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,27,0.0,5,0.08238838685889534,14,0.02105153954505355
9mo.2mo.Q.std.loops,28,0.0,11,0.028583194282203125,59,0.0
9mo.2mo.Q.skew.loops,29,0.0,66,0.0,23,0.0048642964081932125
9mo.2mo.Q.min.loops,30,0.0,60,0.0,9,0.05660931880402686
9mo.2mo.Q.median.loops,31,0.0,59,0.0,27,0.0015967940343154972
9mo.2mo.Q.max.loops,32,0.0,58,0.0,58,0.0
18mo.9mo.T.std.loops,33,0.0,57,0.0,57,0.0
a_length.log.median.loops,34,0.0,10,0.0301120715283156,28,0.001540613592582028
18mo.9mo.T.skew.loops,35,0.0,28,0.002111841121405614,56,0.0
18mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_peak,36,0.0,3,0.10872732823876946,26,0.001723345575499687
18mo.2mo.activity.log_ratio.std.20kb-1Mb.enhancer_peak,37,0.0,31,0.0,39,0.0
9mo.2mo.log_ratio.mcg_genebody,38,0.0,76,0.0,36,0.0
18mo.2mo.log_ratio.mch_genebody,39,0.0,45,0.0,37,0.0
18mo.9mo.log_ratio.mch_genebody,40,0.0,42,0.0,70,0.0
9mo.2mo.log_ratio.mch_genebody,41,0.0,43,0.0,71,0.0
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,42,0.0,9,0.03165474018422205,32,0.0
18mo.2mo.log_ratio.std.atac,43,0.0,34,0.0,75,0.0
18mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,44,0.0,26,0.004397558662230502,29,0.0015360294461548081
18mo.2mo.activity.log_ratio.count.0-10kb.enhancer_peak,45,0.0,46,0.0,21,0.005816196920608013
18mo.9mo.activity.log_ratio.max.20kb-1Mb.enhancer_DMR,46,0.0,47,0.0,31,0.0
9mo.2mo.log_ratio.std.atac,47,0.0,77,0.0,11,0.039273186486614355
18mo.9mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,48,0.0,67,0.0,79,0.0
a_length.log.std.loops,49,0.0,75,0.0,33,0.0
18mo.9mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,50,0.0,70,0.0,16,0.0093827643972354
18mo.9mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,51,0.0,69,0.0,13,0.025021672708809378
9mo.2mo.activity.log_ratio.count.1Mb-5Mb.enhancer_peak,52,0.0,50,0.0,73,0.0
9mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_peak,53,0.0,49,0.0,63,0.0
9mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,54,0.0,48,0.0,22,0.0057361351284996535
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,55,0.0,55,0.0,64,0.0
9mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,56,0.0,63,0.0,65,0.0
9mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,57,0.0,61,0.0,66,0.0
9mo.2mo.activity.log_ratio.std.20kb-1Mb.enhancer_peak,58,0.0,54,0.0,67,0.0
9mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_peak,59,0.0,56,0.0,68,0.0
9mo.2mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,60,0.0,20,0.007416972136725818,69,0.0
9mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,61,0.0,39,0.0,47,0.0
18mo.9mo.log_ratio.DAR,62,0.0,36,0.0,49,0.0
9mo.2mo.log_ratio.DAR,63,0.0,37,0.0,50,0.0
18mo.9mo.T.min.loops,64,0.0,29,0.002000103810836253,55,0.0
18mo.2mo.log_ratio.DMR,65,0.0,16,0.010083869416167105,52,0.0
18mo.9mo.log_ratio.DMR,66,0.0,27,0.00216374895916957,53,0.0
