index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
9mo.2mo.log_ratio.mch_genebody,1,0.2947301989224461,1,0.01972675175109762,12,0.006336470498017238
9mo.2mo.log_ratio.mcg_genebody,2,0.07981973233456045,53,0.0,59,0.0
18mo.2mo.log_ratio.mch_genebody,3,0.05309808879615932,3,0.015904393992082586,11,0.006492665114855864
gene_length.meta,4,0.04968796440278371,6,0.0064191180039244984,5,0.013916011949364593
9mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,5,0.04832575458102092,86,0.0,9,0.006879042042016443
9mo.2mo.log_ratio.mean.atac,6,0.045177555470181686,125,0.0,1,0.156948656183154
9mo.2mo.log_ratio.DAR,7,0.027715684218626416,120,0.0,121,0.0
18mo.9mo.Q.min.loops,8,0.023896953144848868,25,0.0,8,0.008547741906915596
18mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,9,0.017364391987029767,118,0.0,129,0.0
18mo.2mo.T.std.loops,10,0.01601537814107062,69,0.0,76,0.0
18mo.2mo.log_ratio.mean.atac,11,0.014577125184665442,93,0.0,98,0.0
18mo.9mo.log_ratio.mean.atac,12,0.014020430750630785,4,0.015885074173513498,97,0.0
18mo.9mo.log_ratio.std.atac,13,0.013247440208230873,95,0.0,100,0.0
18mo.9mo.log_ratio.mch_genebody,14,0.012776669183029552,56,0.0,14,0.004553314328468254
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,15,0.009900600721771674,130,0.0,132,0.0
a_length.log.std.loops,16,0.009690700649316526,41,0.0,46,0.0
a_length.log.max.loops,17,0.008367074032512556,43,0.0,48,0.0
9mo.2mo.log_ratio.DMR,18,0.008033601632135508,124,0.0,118,0.0
9mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,19,0.006533268196660394,88,0.0,81,0.0
9mo.2mo.Q.std.loops,20,0.005594746488760393,7,0.0033085840836521757,33,0.0
Qanova.mean.loops,21,0.005167267750069479,48,0.0,115,0.0
18mo.2mo.activity.log_ratio.count.0-10kb.enhancer_DMR,22,0.0049785306360465974,46,0.0,51,0.0
count.DMR,23,0.004871416652973207,16,0.0,116,0.0
18mo.2mo.Q.min.loops,24,0.0047389235956479085,22,0.0,43,0.0
18mo.9mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,25,0.003947826793664887,116,0.0,123,0.0
18mo.9mo.activity.log_ratio.count.10kb-20kb.enhancer_DMR,26,0.003928389119695054,98,0.0,102,0.0
Tanova.min.loops,27,0.0031179654748873897,29,0.0,35,0.0
18mo.9mo.log_ratio.mcg_genebody,28,0.003062117394673995,54,0.0,60,0.0
18mo.9mo.Q.mean.loops,29,0.0026213598346444644,11,0.0,29,0.0
log2_distance.std.atac,30,0.00248854035675286,97,0.0,3,0.02857859412992622
18mo.2mo.log_ratio.mcg_genebody,31,0.0024306906021824694,55,0.0,7,0.012290787264077644
Tanova.median.loops,32,0.0023646459816082646,33,0.0,39,0.0
18mo.9mo.T.median.loops,33,0.0021434550261403627,62,0.0,69,0.0
9mo.2mo.log_ratio.std.atac,34,0.0018300581256437646,94,0.0,10,0.006702053520445733
count.atac,35,0.001201741872416215,5,0.007048444279463378,57,0.0
18mo.2mo.T.max.loops,36,0.0010415273078733648,71,0.0,78,0.0
18mo.9mo.T.std.loops,37,0.0010235079178723902,63,0.0,79,0.0
9mo.2mo.T.skew.loops,38,0.0006243358412207997,58,0.0,65,0.0
9mo.2mo.T.min.loops,39,0.0005584409363683146,60,0.0,67,0.0
Qanova.max.loops,40,0.00026444221014858976,37,0.0,52,0.0
9mo.2mo.T.mean.loops,41,0.0002096696684699027,23,0.0,62,0.0
9mo.2mo.activity.log_ratio.count.10kb-20kb.enhancer_DMR,42,0.0,51,0.0,56,0.0
18mo.2mo.T.min.loops,43,0.0,72,0.0,70,0.0
9mo.2mo.Q.min.loops,44,0.0,2,0.016928893958567632,30,0.0
a_length.log.mean.loops,45,0.0,73,0.0,44,0.0
9mo.2mo.Q.max.loops,46,0.0,40,0.0,31,0.0
9mo.2mo.Q.skew.loops,47,0.0,26,0.0,32,0.0
a_length.log.median.loops,48,0.0,65,0.0,45,0.0
a_length.log.skew.loops,49,0.0,42,0.0,47,0.0
9mo.2mo.Q.median.loops,50,0.0,8,0.0030431502396862506,34,0.0
18mo.9mo.Q.median.loops,51,0.0,12,0.0,20,0.0
a_length.log.min.loops,52,0.0,44,0.0,49,0.0
9mo.2mo.activity.log_ratio.count.0-10kb.enhancer_DMR,53,0.0,45,0.0,50,0.0
18mo.9mo.activity.log_ratio.count.0-10kb.enhancer_DMR,54,0.0,47,0.0,61,0.0
Tanova.max.loops,55,0.0,30,0.0,36,0.0
9mo.2mo.contact.log_ratio.count.0-10kb.enhancer_DMR,56,0.0,57,0.0,53,0.0
18mo.2mo.contact.log_ratio.count.0-10kb.enhancer_DMR,57,0.0,49,0.0,54,0.0
Tanova.skew.loops,58,0.0,31,0.0,37,0.0
Tanova.std.loops,59,0.0,32,0.0,38,0.0
18mo.9mo.contact.log_ratio.count.0-10kb.enhancer_DMR,60,0.0,50,0.0,55,0.0
9mo.2mo.Q.mean.loops,61,0.0,28,0.0,19,0.0008058753219441891
18mo.9mo.T.skew.loops,62,0.0,64,0.0,71,0.0
Tanova.mean.loops,63,0.0,34,0.0,40,0.0
18mo.9mo.T.max.loops,64,0.0,74,0.0,72,0.0
18mo.9mo.T.min.loops,65,0.0,66,0.0,73,0.0
18mo.9mo.T.mean.loops,66,0.0,61,0.0,68,0.0
18mo.2mo.T.mean.loops,67,0.0,67,0.0,74,0.0
9mo.2mo.T.max.loops,68,0.0,59,0.0,66,0.0
18mo.2mo.T.median.loops,69,0.0,68,0.0,75,0.0
9mo.2mo.T.std.loops,70,0.0,27,0.0,64,0.0
18mo.9mo.Q.std.loops,71,0.0,13,0.0,28,0.0
count.loops,72,0.0,52,0.0,58,0.0
18mo.2mo.Q.max.loops,73,0.0,21,0.0,27,0.0
18mo.2mo.Q.skew.loops,74,0.0,20,0.0,26,0.0
18mo.2mo.Q.std.loops,75,0.0,19,0.0,25,0.0
18mo.2mo.Q.median.loops,76,0.0,18,0.0,24,0.0
18mo.2mo.Q.mean.loops,77,0.0,17,0.0,23,0.0
18mo.2mo.T.skew.loops,78,0.0,70,0.0,77,0.0
18mo.9mo.Q.max.loops,79,0.0,15,0.0,22,0.0
18mo.9mo.Q.skew.loops,80,0.0,14,0.0,21,0.0
9mo.2mo.T.median.loops,81,0.0,24,0.0,63,0.0
18mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,82,0.0,131,0.0,133,0.0
18mo.2mo.activity.log_ratio.std.20kb-1Mb.enhancer_peak,83,0.0,129,0.0,131,0.0
18mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,84,0.0,128,0.0,130,0.0
