gene_name,size.log2,rel_pos,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,distance.log2,count
0610010F05Rik,6.409390936139399,0.46922039681884475,-0.44579975298341007,-0.05062607306108413,-0.4964258260444942,15.057568731862524,1
0610012D04Rik,6.9886846867733015,0.0019283303872730194,-0.06342538013466165,-0.32598631142061985,-0.38941169155528144,3.5849625007331785,1
0610030E20Rik,5.832890014167273,0.9707346814348136,-1.7104933818942227,0.24100809930201939,-1.4694852825922033,8.169925001442813,1
0610040F04Rik,5.449300693705974,0.23725467887820695,0.8589283845538054,-0.43704222495125333,0.42188615960255216,14.023966616218553,2
0610040J01Rik,5.906890595610923,0.3222422193933541,0.14086253580543828,-1.519374158467293,-1.3785116226618548,14.84176088680055,1
1110008P14Rik,3.1699250014583424,0.04467820382309694,-0.27301849430277403,-1.777607577203682,-2.050626071506456,8.62570884306483,1
1110019D14Rik,8.28540221886271,0.8150039299507484,0.05658352834417202,0.9434164713672889,0.9999999997114609,14.997708748460855,1
1110037F02Rik,6.2094533656309,0.42378430288391583,0.21759143504914102,-0.3959286762855804,-0.17833724123643938,14.829970429316372,1
1110059E24Rik,8.118941072724027,0.7805711721698736,0.14260439542516617,-0.6280312225204625,-0.4854268270952964,14.021240267022737,1
1190002F15Rik,2.807354922078214,0.7358221287463381,-1.0285691519025741,-0.5563933482528192,-1.5849625001553933,12.780129619625328,1
1190002N15Rik,4.954196310391529,0.6130404261469216,1.2854022183304858,0.17402939973301224,1.459431618063498,13.193987293919198,1
1190005I06Rik,8.11374216604971,0.18582384382988612,0.0892673380878787,-0.3400754415592716,-0.2508081034713929,12.965062756744645,1
1200014J11Rik,4.807354922062757,0.6866663007081297,0.752072486402179,-2.415037498302019,-1.6629650118998403,13.478769619475775,1
1500004A13Rik,5.240899715839988,0.6303074397433028,-0.053901644750467534,-0.21492674813250895,-0.26882839288297644,13.80834687793709,2
1500009C09Rik,4.169925001450327,0.5636128196827452,1.700439716892606,0.46948528314708615,2.169925000039692,12.396604781181885,1
1500015O10Rik,6.507794640200282,0.6408362543815723,-0.05514155418543493,0.37706964903672985,0.3219280948512949,12.48633225276869,1
